"UsageDate","ResourceId","ResourceType","ResourceLocation","ResourceGroupName","ServiceName","ServiceTier","Meter","CostUSD","Cost","Currency"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd-rg/providers/microsoft.storage/storageaccounts/dbstorage5jt2p6yxhblwk","microsoft.storage/storageaccounts","EU North","adb-poc-ws-mgd-rg","Storage","General Block Blob v2 Hierarchical Namespace","Hot GRS Write Operations","0.001545015145339","0.126597614","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd-rg/providers/microsoft.storage/storageaccounts/dbstorage5jt2p6yxhblwk","microsoft.storage/storageaccounts","EU North","adb-poc-ws-mgd-rg","Storage","General Block Blob v2 Hierarchical Namespace","Hot Other Operations","0.000016772785742","0.001374352","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd-rg/providers/microsoft.storage/storageaccounts/dbstorage5jt2p6yxhblwk","microsoft.storage/storageaccounts","EU North","adb-poc-ws-mgd-rg","Storage","Tables","GRS Batch Write Operations","0.000001690673839","0.0001385328","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd-rg/providers/microsoft.storage/storageaccounts/dbstorage5jt2p6yxhblwk","microsoft.storage/storageaccounts","EU North","adb-poc-ws-mgd-rg","Storage","Tables","GRS Write Operations","1.72517739e-7","0.000014136","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd-rg/providers/microsoft.storage/storageaccounts/dbstorage5jt2p6yxhblwk","microsoft.storage/storageaccounts","EU North","adb-poc-ws-mgd-rg","Storage","Tables","Read Operations","1.72517739e-7","0.000014136","INR"
"2023-09-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-2-mgd/providers/microsoft.storage/storageaccounts/dbstorageswxtfez7btnuc","microsoft.storage/storageaccounts","EU North","adb-poc-ws-2-mgd","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","Hot GRS Iterative Read Operations","0.000074758797354","0.006125691","INR"
"2023-09-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-2-mgd/providers/microsoft.storage/storageaccounts/dbstorageswxtfez7btnuc","microsoft.storage/storageaccounts","EU North","adb-poc-ws-2-mgd","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","Hot Other Operations","0.000011463004368","0.0009392717","INR"
"2023-09-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-2-mgd/providers/microsoft.storage/storageaccounts/dbstorageswxtfez7btnuc","microsoft.storage/storageaccounts","EU North","adb-poc-ws-2-mgd","Storage","Bandwidth","Geo-Replication Data transfer","0","0","INR"
"2023-09-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-2-mgd/providers/microsoft.storage/storageaccounts/dbstorageswxtfez7btnuc","microsoft.storage/storageaccounts","EU North","adb-poc-ws-2-mgd","Storage","General Block Blob v2 Hierarchical Namespace","Hot Other Operations","0.000021085787792","0.0017277568","INR"
"2023-09-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-2-mgd/providers/microsoft.storage/storageaccounts/dbstorageswxtfez7btnuc","microsoft.storage/storageaccounts","EU North","adb-poc-ws-2-mgd","Storage","General Block Blob v2 Hierarchical Namespace","Hot Read Operations","0.00000335455715","0.0002748704","INR"
"2023-09-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-2-mgd/providers/microsoft.storage/storageaccounts/dbstorageswxtfez7btnuc","microsoft.storage/storageaccounts","EU North","adb-poc-ws-2-mgd","Storage","Tables","GRS Batch Write Operations","0.000038402448641","0.0031466736","INR"
"2023-09-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-2-mgd/providers/microsoft.storage/storageaccounts/dbstorageswxtfez7btnuc","microsoft.storage/storageaccounts","EU North","adb-poc-ws-2-mgd","Storage","Tables","GRS Data Stored","0.000025648018169","0.00210158322","INR"
"2023-09-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-2-mgd/providers/microsoft.storage/storageaccounts/dbstorageswxtfez7btnuc","microsoft.storage/storageaccounts","EU North","adb-poc-ws-2-mgd","Storage","Tables","GRS Write Operations","6.9007095e-8","0.0000056544","INR"
"2023-09-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-2-mgd/providers/microsoft.storage/storageaccounts/dbstorageswxtfez7btnuc","microsoft.storage/storageaccounts","EU North","adb-poc-ws-2-mgd","Storage","Tables","Read Operations","6.9007095e-8","0.0000056544","INR"
"2023-09-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/ai-rg/providers/microsoft.cognitiveservices/accounts/myopenai-rohan","microsoft.cognitiveservices/accounts","EU West","ai-rg","Cognitive Services","Azure OpenAI","Embeddings-Ada Tokens","0.013613084462419","1.115447973","INR"
"2023-09-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/ai-rg/providers/microsoft.cognitiveservices/accounts/myopenai-rohan","microsoft.cognitiveservices/accounts","EU West","ai-rg","Cognitive Services","Azure OpenAI","GPT-3.5-turbo Tokens","0.657743234268243","53.89508597","INR"
"2023-09-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/ai-rg/providers/microsoft.search/searchservices/docs-search-demo","microsoft.search/searchservices","EU West","ai-rg","Azure Cognitive Search","","Free Unit","0","0","INR"
"2023-09-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/ai-rg/providers/microsoft.search/searchservices/docs-search-demo-basic","microsoft.search/searchservices","EU West","ai-rg","Azure Cognitive Search","","Basic Unit","11.616366241392875","951.83808","INR"
